samples,acc_x,acc_y,gyr_x,gyr_y,gyr_z
132,0.978045230981018,-0.02421246827407940,-0.6021000000000000,-1.0936000000000000,-0.018399999999999900
133,0.9776921504081420,-0.024961073914129700,-0.32110000000000000,-1.1203,-0.3372000000000000
134,0.9766206645082680,-0.02789267502154160,-0.07060000000000010,-1.005,-0.10350000000000000
135,0.9776807965309260,-0.02804535716070220,-0.28780000000000000,-1.0482,-0.17180000000000000
136,0.9793943817001730,-0.02584231484757800,-0.3855000000000000,-1.2809,-0.23650000000000000
137,0.9770145790254570,-0.024107862552451700,-0.7446000000000000,-1.3592,-0.09409999999999990
138,0.978802879709177,-0.0233392700871348,-0.6382000000000000,-1.4796,-0.21400000000000000
139,0.9745499573860600,-0.023661990292301700,-0.34090000000000000,-0.8749,0.1481000000000000
140,0.9726953240505170,-0.024486972013888600,-0.5205000000000000,-0.9533000000000000,-0.04519999999999990
141,0.9774909416977260,-0.024485801614210800,-0.6998000000000000,-0.8321,0.1984000000000000
142,0.9765148083596340,-0.024091286892058000,-0.5591000000000000,-1.3316,-0.000499999999999837
143,0.9760420969342230,-0.02393580379640350,-0.4169000000000000,-1.2288000000000000,0.06250000000000020
144,0.9770898347243960,-0.02860909967216130,-0.4096000000000000,-0.8673,-0.2598000000000000
145,0.9765412974053320,-0.029501304349599600,-0.36360000000000000,-0.6404000000000000,-0.45110000000000000
146,0.9763273443428690,-0.024612714953628500,-0.7259,-0.8057000000000000,-0.47370000000000000
147,0.9796331932515180,-0.024728144371421500,-0.7668999999999990,-1.2270999999999900,-0.39460000000000200
148,0.98064011710421,-0.025256304731993100,-0.46610000000000000,-1.3087,-0.04619999999999980
149,0.9799609451749580,-0.024397101324101600,-0.6309999999999970,-1.528700000000000,0.09199999999999710
150,0.9806947757695040,-0.025979601729438700,-0.5479000000000000,-1.2634,-0.3699000000000000
151,0.9760440576037690,-0.027324470986524500,-0.373500000000004,-1.2223000000000000,-0.23490000000000300
152,0.9707861921043380,-0.026159333105596800,-0.3842000000000000,-1.3341,-0.5050000000000000
153,0.973691174121642,-0.026744572958145800,-0.6379999999999950,-1.2572000000000000,-0.5711999999999980
154,0.9771244065302630,-0.02881059848164260,-0.27950000000000000,-1.4002,-0.49020000000000000
155,0.9812569177343950,-0.02895891913140580,-0.4987000000000000,-1.3286000000000000,-0.46240000000000000
156,0.980523297211586,-0.027048196642074600,-0.4268000000000000,-1.3008,-0.041299999999999800
157,0.9795490645225430,-0.025869864255377800,-0.7144000000000000,-1.1208,-0.05709999999999990
158,0.9768066280126240,-0.024391299342793000,-0.9373000000000000,-1.3282,0.12680000000000000
159,0.9718269775203560,-0.025805492273100400,-0.4902000000000000,-1.1948,0.05320000000000020
160,0.9702523297966180,-0.026241661219682600,-0.12060000000000000,-0.917,-0.07199999999999990
161,0.974477632688023,-0.025184620252583800,-0.5066000000000000,-0.8812000000000000,-0.2000000000000000
162,0.9818035243941610,-0.023926570643390000,-0.7058999999999960,-1.1270999999999900,-0.554099999999992
163,0.9856608916398570,-0.02421835028271640,-0.6427000000000000,-1.4855,-0.2912000000000000
164,0.9815343124614420,-0.02586958415972840,-0.6335999999999970,-1.6279999999999900,-0.19620000000000100
165,0.9765019339631780,-0.02375560225969120,-0.5085000000000000,-1.3464,-0.2687000000000000
166,0.9742370905457010,-0.026619800349762700,-0.35060000000000900,-1.3301000000000000,-0.49069999999999900
167,0.9756900066995350,-0.024911787083254800,-0.7305999999999920,-1.3352,-0.4734000000000000
168,0.9739566347733430,-0.024680137977800800,-0.8216000000000000,-1.5039,-0.15630000000000000
169,0.976965442245823,-0.025202246271662600,-0.5655000000000060,-1.595500000000000,-0.020300000000002800
170,0.9806341050511640,-0.024598920242896500,-0.5533000000000000,-1.5834,-0.30680000000000000
171,0.981722946877884,-0.023271326885327900,-0.8790000000000000,-1.8359000000000000,-0.4042000000000000
172,0.9804227428734580,-0.023233774061478700,-0.7832000000000020,-1.8698000000000000,-0.10840000000000600
173,0.9779049730845910,-0.029196970423131300,-0.2661000000000000,-1.7682000000000000,0.20210000000000000
174,0.9761129111164360,-0.025028376897309600,-0.14310000000000300,-1.7308000000000000,-0.2672999999999890
175,0.9781658021546600,-0.024589827137707600,0.03349999999999990,-1.4464,-0.33860000000000000
176,0.9776652312155530,-0.023322434337923800,-0.08319999999999750,-1.5026000000000000,-0.22810000000000200
177,0.9764743245348820,-0.025706448450796200,-0.4673000000000000,-1.623,-0.005199999999999800
178,0.9763122992051310,-0.022911834122763700,-0.559199999999998,-1.3294000000000100,-0.21129999999999500
179,0.9760724272916850,-0.026794419980319500,-0.26540000000000000,-1.403,-0.33950000000000000
180,0.9745817482422640,-0.026713052194174400,-0.4022000000000000,-1.3186,-0.12310000000000000
181,0.9763368976051970,-0.02853052283909390,-0.7673000000000000,-1.215,-0.14230000000000000
182,0.9745075429020110,-0.028375890033803600,-0.8102000000000000,-0.9965,-0.15910000000000000
183,0.9763692286458680,-0.025883688976357900,-0.6447000000000000,-0.8388,-0.22180000000000000
184,0.9744524140761630,-0.022839309356406200,-0.6904,-0.7822,-0.19120000000000000
185,0.9765574229120040,-0.025280853114978200,-0.827,-0.6484,-0.29220000000000000
186,0.9737145921186140,-0.02341393558452690,-0.8355000000000000,-0.8710000000000000,-0.05639999999999990
187,0.9754778842622100,-0.024425410991521100,-0.8619000000000000,-0.912599999999999,-0.18859999999999700
188,0.975560882605171,-0.023032275251997400,-0.6507,-0.6416,0.09970000000000010
189,0.9734244930531840,-0.022496752377213500,-0.6423999999999920,-0.7527000000000050,0.0032000000000031100
190,0.9753633451484450,-0.024221061208465700,-0.27890000000000000,-0.9811000000000000,0.13930000000000000
191,0.9788799360230050,-0.026962877506590000,-0.37710000000000600,-1.103999999999990,-0.2964999999999960
192,0.9764239473316580,-0.027066732972013900,-0.6445999999999940,-0.8340000000000060,-0.1030000000000040
193,0.9775651770482280,-0.024461303248306000,-0.5102000000000000,-0.8737,-0.11480000000000000
194,0.9786532986289920,-0.02219668990939830,-0.6083999999999980,-0.6997000000000040,-0.31059999999999600
195,0.9761586567380300,-0.022661268557560500,-0.8086,-0.767,-0.2336000000000000
196,0.9748253014128170,-0.02399531411848090,-0.7402000000000020,-1.092199999999990,-0.274099999999999
197,0.9769782866320300,-0.023631469869935300,-0.6120000000000030,-1.0646000000000000,-0.3541999999999980
198,0.9783632195703940,-0.023819344026757400,-0.474,-0.7289,-0.0702999999999999
199,0.9755238199487080,-0.02882887472276460,-0.4728000000000000,-1.3356999999999900,-0.0407000000000005
200,0.9782310644409660,-0.02669092463787330,-0.7185000000000000,-1.0321,-0.07829999999999990
201,0.980684942411527,-0.024735136759240000,-0.9183000000000000,-1.1738,-0.006399999999999860
202,0.9762497078309110,-0.02336758975797040,-0.6290000000000000,-1.049,0.07020000000000010
203,0.9745121244665610,-0.02313251948422760,-0.5586000000000000,-0.9012000000000000,0.06320000000000010
204,0.9790905679513390,-0.022784160523726300,-0.5736000000000000,-0.8393000000000000,0.006100000000000100
205,0.979000687258136,-0.02499721625631590,-0.6086000000000000,-0.9591,0.06610000000000010
206,0.9770765601912990,-0.02509322904355720,-0.4598000000000000,-1.1669,-0.18870000000000000
207,0.9770700279606190,-0.024665232887887400,-0.5676000000000000,-0.9705,-0.11280000000000000
208,0.9754828759668190,-0.025142665925672900,-0.7785,-0.7576000000000000,-0.1297000000000000
209,0.9778012876772400,-0.024825567640325700,-0.6356000000000000,-0.9252000000000000,-0.23230000000000000
210,0.9753934654341700,-0.026615248795460300,-0.6014,-0.7647,-0.027099999999999900
211,0.9768810534280310,-0.02847939537966590,-0.5497000000000000,-1.0809,-0.14950000000000000
212,0.9787698684362140,-0.029400369881662000,-0.29120000000000000,-0.8017,-0.004299999999999900
213,0.9737617282150380,-0.026349287972957200,-0.4086000000000000,-1.0944,-0.1935000000000000
214,0.9724277526780300,-0.028971233336562500,-0.4197000000000000,-0.9782,-0.13840000000000000
215,0.9768342474443360,-0.029143742246332900,-0.34340000000000000,-0.7049,0.2106000000000000
216,0.9755515594214130,-0.027853611681869000,-0.38710000000000000,-1.0259,-0.12570000000000000
217,0.9774690342165770,-0.02769316689185410,-0.5303999999999940,-1.1167000000000000,-0.1584999999999980
218,0.9767635733099480,-0.027851090821024600,-0.34190000000000000,-1.002,-0.031999999999999900
219,0.9799319352684150,-0.026410628920171600,-0.4453999999999960,-1.0620000000000000,-0.2849999999999890
220,0.976848982476177,-0.027532452009605800,-0.5962000000000000,-0.9876,-0.1842000000000000
221,0.9763408689613680,-0.027267091392065600,-0.7301999999999940,-1.3993999999999800,-0.2700999999999960
222,0.978185818990175,-0.02751924750042070,-0.5890000000000000,-1.2611,-0.2866000000000000
223,0.9774929923980160,-0.026715372986697900,-0.22820000000000000,-0.6490000000000000,-0.5021000000000000
224,0.9769546485599060,-0.02551708378498270,-0.4574,-0.7844000000000000,-0.5050000000000000
225,0.9763526229752260,-0.026369694941697800,-0.36000000000000000,-1.109,-0.49920000000000000
226,0.9770082868767620,-0.02697557184155660,-0.42030000000000000,-1.1203,-0.20890000000000000
227,0.9799198111281630,-0.02599021535386710,-0.42710000000000000,-1.1756,-0.14390000000000000
228,0.9788865382775970,-0.024514831527585900,-0.5743000000000000,-0.9983,-0.11350000000000000
229,0.9778596275996390,-0.02848678790412630,-0.5382000000000000,-1.1658,-0.16890000000000000
230,0.9764717836672060,-0.02786038399453440,-0.49910000000000000,-0.9775,-0.30140000000000000
231,0.9791522390112830,-0.0287211379319136,-0.6022000000000000,-1.2219,-0.28470000000000000
232,0.9768469417793030,-0.025988224674073300,-0.6139000000000000,-1.1452,-0.4986000000000000
233,0.9744934080751330,-0.026453473551110800,-0.7547000000000000,-1.1118,-0.3792000000000000
234,0.9758355864133010,-0.02415363818429340,-0.8562000000000000,-0.8774,-0.7102
235,0.978354996762401,-0.020922914930175000,-0.8335000000000000,-0.8395,-0.5345
236,0.9792799126103210,-0.020108686880841100,-0.8110000000000000,-1.1027,-0.48670000000000000
237,0.979425852447064,-0.019964247556505100,-0.43190000000000000,-1.1175,-0.37370000000000000
238,0.9772385455073850,-0.024234315734731100,-0.5603000000000000,-1.1898,-0.06979999999999990
239,0.9727545142632810,-0.02784772967323200,-0.40320000000000000,-0.9491000000000000,-0.2172000000000000
240,0.9693732696078680,-0.02692201355202850,-0.25600000000000000,-0.6917,-0.11820000000000000
241,0.9750452565249090,-0.02636454318243240,-0.25750000000000000,-0.7903,-0.22060000000000000
242,0.9806326745626690,-0.026091439920870100,-0.5753999999999860,-0.8877999999999960,-0.5198999999999870
243,0.9826370890467180,-0.022959040243100400,-0.5809000000000000,-0.992,-0.13190000000000000
244,0.9843569863714930,-0.02037775876573570,-0.4700000000000050,-0.9931,-0.023800000000004700
245,0.9850307664594950,-0.022019139277939,-0.5255000000000000,-1.1747,-0.044399999999999900
246,0.9764902599766490,-0.02241711518204490,-0.6222999999999960,-1.3249999999999900,-0.2094999999999930
247,0.9733266996578850,-0.02294529554944860,-0.5406000000000000,-1.2608,-0.07399999999999980
248,0.9732632880035490,-0.02746491894785690,-0.30700000000000000,-0.8184,-0.037899999999999900
249,0.9740873894245230,-0.031989634085034200,-0.21030000000000000,-0.7630000000000000,-0.1523000000000000
250,0.97626576331367,-0.030242867584751200,-0.20980000000000000,-0.8406,0.06960000000000010
251,0.976824434093192,-0.027793000984026200,-0.05130000000000010,-1.0673,-0.21120000000000000
252,0.9738756871306720,-0.027098473811138400,0.058099999999999900,-1.0997,0.010400000000000100
253,0.97474072253012,-0.0259147795934392,-0.35180000000000000,-0.982,-0.06409999999999990
254,0.971992073898834,-0.025522465622817200,-0.5580000000000000,-0.8921,-0.01679999999999990
255,0.9737190936558360,-0.02458917691566440,-0.42740000000000000,-0.6966,-0.03949999999999990
256,0.9767439466076590,-0.024172434603050000,-0.6343,-0.7888,0.1704000000000000
257,0.9796651641692120,-0.029079100171822200,-0.24880000000000000,-0.7502,0.13750000000000000
258,0.9861721362238890,-0.029127086558610800,-0.16940000000000000,-0.8746,0.0423000000000001
259,0.9826685998072740,-0.0263147461773389,-0.24400000000000000,-0.867,0.1549000000000000
260,0.97911183521386,-0.02716946805484040,-0.4897000000000000,-0.8635,-0.1039000000000000
261,0.9774559497483850,-0.02419186123701780,-0.2194000000000000,-1.2604,-0.08829999999999990
262,0.9803383640590830,-0.024570150418338600,-0.34970000000000000,-0.8386,-0.0013999999999999000
263,0.976849612691388,-0.02795496629328060,-0.15190000000000000,-0.8422000000000000,-0.5059000000000000
264,0.9742362602621690,-0.02901502829202640,-0.5047000000000000,-0.8712,-0.21500000000000000
265,0.975905750373471,-0.02777956639627200,-0.31880000000000000,-1.1712,0.010000000000000100
266,0.9773035777151220,-0.023967114488637900,-0.39290000000000000,-1.3098,-0.2902000000000000
267,0.9794900643746850,-0.02415851985132540,-0.3578000000000020,-1.2123000000000000,-0.6061999999999860
268,0.9780562447420880,-0.0237174492308791,-0.5402000000000000,-0.8426,-0.2832000000000000
269,0.9783140527805110,-0.026716333314638500,-0.32960000000000900,-1.001399999999990,-0.19390000000000400
270,0.9793871492303690,-0.028279187010854900,-0.31400000000000000,-0.8401,-0.3134000000000000
271,0.9807431222792700,-0.027007492742170000,-0.7343999999999820,-1.0334999999999900,-0.1889000000000050
272,0.9755333231939550,-0.025581045627202000,-0.7410000000000000,-1.5607000000000000,-0.46990000000000000
273,0.975127174498937,-0.02206790593117960,-0.36500000000001700,-0.9464000000000280,-0.2938000000000080
274,0.9765457889391380,-0.02313372989756960,-0.34930000000000000,-0.9806,-0.35040000000000000
275,0.9787246730025040,-0.026492706948856200,-0.06300000000000010,-0.8086,-0.1657000000000000
276,0.9799671472929090,-0.0256058540990043,-0.23900000000000000,-0.7898,0.2922000000000000
277,0.9798578499691540,-0.02603667121800010,-0.1403000000000000,-1.348,0.001600000000000170
278,0.9795076403766830,-0.02593699718048470,-0.08150000000000010,-0.903,-0.2080000000000000
279,0.9786401541403030,-0.025027986764083600,-0.4302000000000000,-0.6167,-0.2368000000000000
280,0.9767369242095930,-0.022494541622266600,-0.15100000000000000,-0.7981,-0.3355000000000000
281,0.9747448639443640,-0.023146154140302800,-0.33440000000000000,-1.0575000000000000,-0.2674000000000000
282,0.9746026753886390,-0.02566421402823600,-0.6638000000000000,-1.0316,-0.14820000000000000
283,0.9741672767050930,-0.02900609524149430,-0.48670000000000000,-1.136,-0.33170000000000000
284,0.9751933971131840,-0.025521095154818500,-0.16980000000000000,-0.8258,-0.30340000000000000
285,0.9770540024881080,-0.025569411654336600,-0.08050000000000000,-0.6883,-0.14410000000000000
286,0.9790939090923000,-0.02736936631775380,0.14050000000000000,-0.9104000000000000,-0.2104000000000000
287,0.9763957477018150,-0.027718665599363700,0.056899999999999900,-0.8269,-0.3778000000000000
288,0.9756814637822290,-0.026540043113601500,0.014500000000000000,-0.7861000000000000,-0.6210000000000000
289,0.9785437712266680,-0.029848012746452700,-0.10220000000000000,-0.9289000000000000,-0.5255000000000000
290,0.9791217085855010,-0.030697102700718400,-0.40750000000000000,-0.8834000000000000,-0.6737
291,0.9776765650859370,-0.026803182972778700,-0.33080000000000000,-1.0352,-0.3852000000000000
292,0.9760553414570730,-0.025537080613665300,-0.5590000000000000,-1.161,0.02320000000000010
293,0.9766720920701770,-0.0265536877730928,-0.5209000000000000,-0.9160000000000000,-0.06439999999999990
